UserID,NewUser,Username,Email,Gender,Age,Height,Weight,ActivityLevel,GoalID,DietPreferenceID,RegionID,AllergenID
28034,False,Christine Williams,christine.williams@gmail.com,Male,18,188,61,Sedentary,1,8,7,3
28035,True,Mark Allen,mark.allen@hotmail.com,Female,31,194,117,Very Active,4,4,3,5
28036,True,Sarah White,sarah.white@example.com,Other,31,185,62,Sedentary,6,8,5,10
28037,False,Donna Davis,donna.davis@gmail.com,Female,20,183,59,Very Active,8,7,6,9
28038,True,Emma Ramirez,emma.ramirez@example.com,Other,48,160,142,Active,9,8,10,3
28039,False,Rebecca Moore,rebecca.moore@yahoo.com,Female,48,159,94,Moderately Active,8,3,5,9
28040,False,Brian Green,brian.green@example.com,Male,43,185,117,Very Active,7,3,9,10
28041,False,Amanda Moore,amanda.moore@hotmail.com,Other,69,157,125,Active,9,8,10,9
28042,False,Kimberly Perez,kimberly.perez@hotmail.com,Other,26,176,115,Very Active,3,5,2,4
28043,False,Larry Jones,larry.jones@yahoo.com,Male,46,195,89,Very Active,6,2,10,1
28044,True,Shirley Hill,shirley.hill@hotmail.com,Female,38,161,128,Active,10,10,7,6
28045,True,David Gonzalez,david.gonzalez@gmail.com,Male,42,179,130,Sedentary,6,7,4,1
28046,True,Nicholas Lopez,nicholas.lopez@example.com,Female,32,164,74,Active,5,3,9,4
28047,False,Stephen King,stephen.king@yahoo.com,Male,53,185,87,Moderately Active,5,7,6,2
28048,False,Stephen King,stephen.king@hotmail.com,Female,65,178,125,Sedentary,8,8,4,4
28049,False,Timothy Mitchell,timothy.mitchell@gmail.com,Female,37,172,89,Active,9,2,9,4
28050,False,Rachel Thompson,rachel.thompson@gmail.com,Female,47,173,55,Moderately Active,2,2,7,8
28051,False,Amanda Allen,amanda.allen@gmail.com,Other,59,196,148,Very Active,10,2,7,2
28052,True,Linda Nelson,linda.nelson@yahoo.com,Male,29,173,53,Very Active,7,6,1,5
28053,True,Anna Smith,anna.smith@gmail.com,Female,39,165,117,Active,2,10,1,3
28054,True,George Campbell,george.campbell@example.com,Other,31,187,126,Active,7,1,2,3
28055,False,Kevin Sanchez,kevin.sanchez@hotmail.com,Female,44,193,128,Active,6,8,6,8
28056,False,Nicholas Ramirez,nicholas.ramirez@yahoo.com,Other,43,172,134,Very Active,9,8,9,1
28057,False,Samantha Walker,samantha.walker@example.com,Other,64,169,113,Very Active,1,4,5,6
28058,True,Thomas Davis,thomas.davis@hotmail.com,Female,20,194,133,Sedentary,5,4,7,1
28059,False,Ashley Allen,ashley.allen@gmail.com,Male,25,176,80,Moderately Active,8,9,8,6
28060,False,Matthew Baker,matthew.baker@yahoo.com,Other,26,168,71,Very Active,8,8,10,3
28061,False,John Nguyen,john.nguyen@example.com,Male,51,185,149,Very Active,9,9,4,7
28062,True,Christine Thomas,christine.thomas@example.com,Male,36,190,130,Active,9,6,9,8
28063,False,Ronald Robinson,ronald.robinson@example.com,Female,68,196,114,Sedentary,7,7,6,8
28064,False,Thomas Nelson,thomas.nelson@example.com,Male,31,160,51,Very Active,6,10,6,1
28065,True,Ryan Brown,ryan.brown@gmail.com,Male,53,161,115,Very Active,7,7,4,10
28066,True,Amy Flores,amy.flores@hotmail.com,Male,25,161,95,Very Active,6,8,2,1
28067,False,Brandon Taylor,brandon.taylor@example.com,Male,48,167,138,Active,5,8,9,3
28068,True,Linda Robinson,linda.robinson@hotmail.com,Female,26,178,112,Active,5,5,5,3
28069,True,Ryan Roberts,ryan.roberts@hotmail.com,Female,63,153,93,Active,7,6,8,10
28070,False,Ruth Scott,ruth.scott@yahoo.com,Male,59,185,88,Active,6,9,2,6
28071,True,Mark Gonzalez,mark.gonzalez@hotmail.com,Male,34,192,90,Active,1,6,9,8
28072,False,Donna Nelson,donna.nelson@hotmail.com,Male,47,178,78,Active,6,4,5,8
28073,False,Susan Taylor,susan.taylor@gmail.com,Other,21,167,86,Moderately Active,2,4,2,7
28074,False,Raymond Allen,raymond.allen@yahoo.com,Male,25,159,125,Sedentary,4,4,8,6
28075,True,Michael Davis,michael.davis@yahoo.com,Female,58,174,103,Moderately Active,6,8,5,10
28076,False,Samuel King,samuel.king@yahoo.com,Female,19,189,75,Active,5,1,8,8
28077,False,Justin Jones,justin.jones@example.com,Other,50,163,136,Sedentary,1,1,8,9
28078,False,Justin Green,justin.green@gmail.com,Female,47,186,144,Sedentary,7,5,8,4
28079,False,Robert Walker,robert.walker@hotmail.com,Female,40,165,121,Sedentary,4,1,5,10
28080,True,Mark Jones,mark.jones@example.com,Female,53,175,141,Moderately Active,8,10,2,1
28081,False,Janet Roberts,janet.roberts@example.com,Other,44,190,125,Sedentary,2,6,7,1
28082,True,Samantha Thomas,samantha.thomas@gmail.com,Male,26,182,53,Active,2,4,8,7
28083,False,Patricia Nelson,patricia.nelson@example.com,Other,37,184,109,Very Active,1,10,6,3
28084,False,Kenneth Mitchell,kenneth.mitchell@gmail.com,Male,42,160,101,Active,9,1,3,6
28085,True,Jason Taylor,jason.taylor@hotmail.com,Male,33,192,149,Very Active,1,4,10,8
28086,False,Elizabeth Scott,elizabeth.scott@hotmail.com,Female,48,182,58,Very Active,3,10,3,1
28087,True,Margaret Lopez,margaret.lopez@gmail.com,Female,29,191,102,Moderately Active,6,1,6,7
28088,True,Richard Martin,richard.martin@hotmail.com,Other,65,188,61,Very Active,6,4,1,9
28089,True,Andrew Campbell,andrew.campbell@yahoo.com,Female,18,191,131,Sedentary,7,7,8,3
28090,False,Helen Walker,helen.walker@example.com,Female,48,197,129,Active,4,10,9,9
28091,False,Jason Lopez,jason.lopez@yahoo.com,Male,44,175,139,Very Active,7,8,3,4
28092,False,Lisa Rivera,lisa.rivera@gmail.com,Male,56,178,132,Active,1,5,3,8
28093,True,Michelle Walker,michelle.walker@yahoo.com,Female,60,183,55,Sedentary,1,9,7,9
28094,False,Debra Perez,debra.perez@example.com,Male,22,179,130,Sedentary,9,1,8,5
28095,True,Anthony Johnson,anthony.johnson@gmail.com,Male,59,162,95,Very Active,2,4,10,7
28096,False,Larry Roberts,larry.roberts@hotmail.com,Male,24,157,79,Very Active,1,7,1,9
28097,True,Scott Mitchell,scott.mitchell@example.com,Male,26,192,53,Moderately Active,5,9,2,10
28098,True,Ryan Brown,ryan.brown@hotmail.com,Male,30,190,146,Sedentary,8,6,4,10
28099,False,Virginia King,virginia.king@gmail.com,Other,53,150,76,Very Active,1,10,6,5
28100,True,Anthony Robinson,anthony.robinson@example.com,Female,60,153,135,Sedentary,7,7,6,3
28101,False,Emma Nelson,emma.nelson@gmail.com,Other,45,165,147,Sedentary,3,1,3,8
28102,False,Larry Young,larry.young@yahoo.com,Other,47,153,119,Very Active,7,6,4,8
28103,False,Sandra Smith,sandra.smith@example.com,Male,42,179,106,Sedentary,6,6,5,4
28104,True,Patrick Rodriguez,patrick.rodriguez@yahoo.com,Female,19,150,83,Active,7,10,8,1
28105,True,Jason Smith,jason.smith@yahoo.com,Male,34,151,148,Moderately Active,4,6,2,6
28106,False,Scott Brown,scott.brown@yahoo.com,Other,67,183,128,Sedentary,6,10,9,7
28107,False,Rachel Clark,rachel.clark@hotmail.com,Other,38,165,50,Sedentary,4,10,4,9
28108,False,Lisa Sanchez,lisa.sanchez@example.com,Female,28,159,141,Moderately Active,5,6,7,5
28109,True,Karen Carter,karen.carter@example.com,Male,60,150,124,Moderately Active,1,9,5,9
28110,True,David Martinez,david.martinez@example.com,Male,34,194,113,Moderately Active,2,3,9,10
28111,False,Thomas Wilson,thomas.wilson@example.com,Other,30,156,56,Sedentary,10,4,6,8
28112,False,Samantha Carter,samantha.carter@hotmail.com,Other,36,169,67,Moderately Active,3,1,8,9
28113,True,Paul Robinson,paul.robinson@yahoo.com,Female,54,161,107,Sedentary,4,7,8,7
28114,True,Kathleen King,kathleen.king@hotmail.com,Female,26,161,67,Sedentary,7,10,10,5
28115,False,Sharon Rivera,sharon.rivera@yahoo.com,Female,46,175,62,Moderately Active,4,3,2,6
28116,False,Jacob Rodriguez,jacob.rodriguez@yahoo.com,Female,23,152,94,Very Active,6,5,3,7
28117,True,Edward Roberts,edward.roberts@hotmail.com,Female,36,188,92,Very Active,3,4,8,2
28118,False,Katherine Rivera,katherine.rivera@example.com,Other,65,161,135,Active,3,7,8,2
28119,True,Michelle Anderson,michelle.anderson@yahoo.com,Female,31,178,124,Active,4,8,5,4
28120,False,John Carter,john.carter@example.com,Male,34,186,143,Very Active,7,7,7,8
28121,True,Linda King,linda.king@hotmail.com,Female,65,161,63,Active,10,1,5,2
28122,False,Katherine Adams,katherine.adams@hotmail.com,Other,58,196,130,Sedentary,9,3,6,8
28123,False,Deborah Roberts,deborah.roberts@yahoo.com,Other,42,195,83,Moderately Active,1,4,5,10
28124,True,Brenda Baker,brenda.baker@gmail.com,Other,48,189,88,Moderately Active,3,10,10,8
28125,False,Lisa Moore,lisa.moore@example.com,Other,69,153,140,Moderately Active,4,4,8,4
28126,False,Barbara Johnson,barbara.johnson@hotmail.com,Female,41,184,108,Moderately Active,4,8,8,5
28127,False,Ruth Scott,ruth.scott@example.com,Male,42,166,82,Active,9,8,4,7
28128,True,Ruth Ramirez,ruth.ramirez@gmail.com,Female,22,181,88,Moderately Active,4,7,2,7
28129,True,Laura Lewis,laura.lewis@yahoo.com,Female,42,150,114,Active,8,3,10,8
28130,False,Kevin Robinson,kevin.robinson@gmail.com,Other,32,187,113,Moderately Active,10,2,5,6
28131,False,Andrew Baker,andrew.baker@gmail.com,Female,69,193,149,Moderately Active,10,5,8,4
28132,False,Amanda Wright,amanda.wright@yahoo.com,Male,33,175,73,Active,5,7,7,7
28133,True,Patricia Adams,patricia.adams@gmail.com,Other,21,152,63,Active,6,8,6,4
28134,True,Karen Lopez,karen.lopez@yahoo.com,Male,45,164,63,Moderately Active,4,8,4,7
28135,False,Betty Moore,betty.moore@gmail.com,Other,67,188,113,Active,4,8,8,5
28136,False,Donna Wilson,donna.wilson@example.com,Other,66,154,118,Sedentary,6,3,8,1
28137,False,Richard Thomas,richard.thomas@gmail.com,Male,22,161,51,Active,7,3,5,8
28138,False,Rachel Davis,rachel.davis@yahoo.com,Female,34,150,100,Moderately Active,9,7,9,10
28139,False,Karen Davis,karen.davis@yahoo.com,Other,40,164,147,Sedentary,3,8,3,5
28140,False,Linda Gonzalez,linda.gonzalez@yahoo.com,Other,23,197,94,Moderately Active,6,9,3,6
28141,False,Justin Adams,justin.adams@example.com,Female,19,192,76,Sedentary,5,3,9,2
28142,False,Margaret Gonzalez,margaret.gonzalez@example.com,Male,53,195,133,Moderately Active,4,4,9,8
28143,False,Benjamin Jones,benjamin.jones@yahoo.com,Female,40,173,119,Moderately Active,2,8,3,3
28144,True,Emily Thomas,emily.thomas@hotmail.com,Male,57,165,77,Moderately Active,8,7,2,3
28145,False,Dorothy Allen,dorothy.allen@hotmail.com,Other,44,166,101,Active,6,9,4,2
28146,False,Stephen Hill,stephen.hill@example.com,Female,61,192,147,Sedentary,7,9,10,2
28147,True,Daniel Rivera,daniel.rivera@gmail.com,Female,55,163,84,Moderately Active,5,1,5,9
28148,True,Jonathan Nelson,jonathan.nelson@yahoo.com,Other,52,151,132,Very Active,6,1,3,2
28149,True,Andrew Nguyen,andrew.nguyen@yahoo.com,Male,35,188,57,Active,10,8,5,1
28150,False,Joshua Green,joshua.green@hotmail.com,Male,48,174,139,Moderately Active,7,2,8,6
28151,True,John Miller,john.miller@example.com,Male,46,177,138,Active,6,9,3,3
28152,False,Alexander Perez,alexander.perez@yahoo.com,Male,69,193,59,Very Active,4,4,6,8
28153,True,William Flores,william.flores@gmail.com,Male,43,199,108,Active,5,1,3,9
28154,True,Scott Hill,scott.hill@gmail.com,Female,41,186,140,Very Active,8,10,7,4
28155,False,Nancy King,nancy.king@gmail.com,Male,49,197,77,Very Active,5,1,3,6
28156,True,Rachel King,rachel.king@gmail.com,Female,20,165,50,Moderately Active,5,1,4,1
28157,True,Betty Perez,betty.perez@hotmail.com,Female,69,171,113,Very Active,7,7,8,5
28158,True,Kimberly Green,kimberly.green@gmail.com,Other,29,155,70,Sedentary,1,7,7,3
28159,True,Debra Johnson,debra.johnson@yahoo.com,Other,23,198,100,Active,9,2,6,5
28160,False,Timothy Green,timothy.green@example.com,Other,65,157,130,Moderately Active,7,4,2,1
28161,True,Deborah Garcia,deborah.garcia@example.com,Male,35,154,104,Moderately Active,2,1,5,2
28162,False,Rebecca Nguyen,rebecca.nguyen@example.com,Male,18,187,76,Moderately Active,1,7,4,8
28163,False,Thomas Garcia,thomas.garcia@hotmail.com,Other,54,153,81,Very Active,3,7,3,10
28164,False,John Hill,john.hill@hotmail.com,Other,37,196,131,Moderately Active,5,9,6,5
28165,False,Ashley Harris,ashley.harris@gmail.com,Female,67,157,80,Sedentary,5,7,5,4
28166,True,Jeffrey Taylor,jeffrey.taylor@yahoo.com,Female,43,156,62,Very Active,10,10,4,4
28167,True,Nicholas Young,nicholas.young@hotmail.com,Female,47,191,84,Very Active,10,6,5,2
28168,False,Deborah Lee,deborah.lee@yahoo.com,Other,41,189,58,Active,9,7,9,5
28169,False,Paul Thompson,paul.thompson@hotmail.com,Female,37,160,53,Moderately Active,9,10,8,1
28170,True,Andrew Rivera,andrew.rivera@example.com,Other,40,180,128,Very Active,4,7,9,10
28171,True,Brian Sanchez,brian.sanchez@example.com,Male,39,160,133,Very Active,5,10,5,1
28172,False,William Allen,william.allen@gmail.com,Male,55,189,81,Active,9,7,8,2
28173,True,Debra Robinson,debra.robinson@hotmail.com,Other,44,161,100,Sedentary,1,9,9,10
28174,False,Jeffrey Miller,jeffrey.miller@hotmail.com,Male,66,184,108,Active,1,7,8,3
28175,False,Lisa White,lisa.white@yahoo.com,Female,18,183,74,Active,9,2,1,2
28176,False,Scott Perez,scott.perez@yahoo.com,Male,50,169,117,Sedentary,5,10,6,7
28177,False,Michelle King,michelle.king@hotmail.com,Female,49,199,103,Active,9,8,8,7
28178,True,Brenda Hernandez,brenda.hernandez@gmail.com,Other,67,199,84,Very Active,10,10,3,6
28179,True,Matthew Smith,matthew.smith@gmail.com,Other,54,161,108,Sedentary,10,9,5,6
28180,True,Carol Martinez,carol.martinez@example.com,Other,27,157,52,Moderately Active,10,9,3,2
28181,True,Nancy Sanchez,nancy.sanchez@yahoo.com,Male,55,178,128,Very Active,4,10,4,5
28182,True,Charles Taylor,charles.taylor@yahoo.com,Other,45,189,121,Active,6,4,7,5
28183,False,Joseph Jones,joseph.jones@example.com,Female,18,181,131,Moderately Active,7,8,1,8
28184,True,Brandon Green,brandon.green@gmail.com,Other,54,173,132,Moderately Active,9,2,9,6
28185,True,Patricia Flores,patricia.flores@gmail.com,Male,68,156,76,Very Active,5,10,4,2
28186,True,Emily Jones,emily.jones@yahoo.com,Female,63,174,146,Moderately Active,5,4,4,7
28187,True,Karen Clark,karen.clark@gmail.com,Female,45,154,98,Active,4,7,6,10
28188,True,Cynthia Young,cynthia.young@hotmail.com,Male,20,150,89,Active,4,6,5,7
28189,False,Melissa Flores,melissa.flores@gmail.com,Male,29,170,51,Moderately Active,10,7,7,2
28190,False,Benjamin Robinson,benjamin.robinson@hotmail.com,Female,48,173,137,Very Active,4,10,3,1
28191,True,Donald White,donald.white@gmail.com,Other,34,165,128,Sedentary,7,8,2,5
28192,True,Katherine Jones,katherine.jones@hotmail.com,Female,18,169,139,Very Active,3,10,6,5
28193,True,Carol Martinez,carol.martinez@yahoo.com,Female,40,194,113,Active,2,10,6,5
28194,False,Richard Carter,richard.carter@example.com,Female,69,157,93,Moderately Active,8,2,9,7
28195,True,Daniel Moore,daniel.moore@yahoo.com,Male,24,191,89,Moderately Active,8,8,7,10
28196,True,Steven Campbell,steven.campbell@gmail.com,Female,24,176,123,Moderately Active,2,4,4,9
28197,False,Anthony Campbell,anthony.campbell@hotmail.com,Female,30,154,143,Active,5,9,9,6
28198,True,Carol Roberts,carol.roberts@yahoo.com,Other,67,158,149,Sedentary,5,5,2,5
28199,False,Jack Moore,jack.moore@yahoo.com,Female,32,161,73,Very Active,2,8,4,2
28200,False,Shirley Thompson,shirley.thompson@hotmail.com,Female,42,179,53,Active,9,1,9,9
28201,False,Jennifer Wright,jennifer.wright@example.com,Female,56,185,108,Very Active,6,10,10,4
28202,True,Jennifer Scott,jennifer.scott@gmail.com,Other,63,160,105,Moderately Active,6,8,1,7
28203,True,Elizabeth Young,elizabeth.young@example.com,Male,67,192,139,Very Active,8,4,6,2
28204,False,Deborah Mitchell,deborah.mitchell@hotmail.com,Male,31,153,61,Moderately Active,3,6,3,3
28205,False,Karen Thompson,karen.thompson@hotmail.com,Male,46,170,91,Moderately Active,10,5,8,8
28206,False,Cynthia Rivera,cynthia.rivera@yahoo.com,Male,55,180,112,Very Active,1,10,7,2
28207,False,Joshua White,joshua.white@example.com,Other,68,152,78,Very Active,8,6,9,7
28208,False,Paul Nguyen,paul.nguyen@example.com,Male,29,174,91,Active,2,5,5,8
28209,False,Susan Lopez,susan.lopez@hotmail.com,Male,62,173,141,Very Active,6,6,5,4
28210,False,Gregory Jones,gregory.jones@example.com,Other,40,166,61,Very Active,5,4,3,9
28211,True,Jack Hernandez,jack.hernandez@gmail.com,Male,65,162,132,Active,8,4,8,10
28212,True,Angela Hernandez,angela.hernandez@example.com,Other,60,159,149,Sedentary,7,4,8,7
28213,True,Jason Anderson,jason.anderson@yahoo.com,Male,51,193,136,Moderately Active,8,10,2,6
28214,True,Stephanie Anderson,stephanie.anderson@gmail.com,Female,30,152,131,Very Active,9,8,4,10
28215,False,Helen Baker,helen.baker@example.com,Male,63,154,120,Moderately Active,8,1,3,4
28216,True,Jessica Carter,jessica.carter@hotmail.com,Other,63,170,103,Moderately Active,8,3,3,6
28217,False,Christopher Brown,christopher.brown@example.com,Other,34,178,106,Very Active,10,5,3,6
28218,True,Jennifer Adams,jennifer.adams@example.com,Female,41,174,66,Moderately Active,5,1,4,2
28219,True,Laura Martinez,laura.martinez@example.com,Other,46,156,128,Sedentary,9,9,6,9
28220,False,Patricia Wilson,patricia.wilson@gmail.com,Female,53,153,70,Sedentary,3,1,1,10
28221,False,Dorothy Martin,dorothy.martin@hotmail.com,Other,25,189,70,Active,2,7,10,8
28222,False,Gary Baker,gary.baker@hotmail.com,Male,30,176,104,Very Active,5,7,9,7
28223,True,Mark Robinson,mark.robinson@hotmail.com,Female,41,151,106,Sedentary,2,5,4,6
28224,False,Nancy Rivera,nancy.rivera@example.com,Female,38,160,103,Moderately Active,10,3,9,8
28225,True,Margaret Young,margaret.young@example.com,Other,30,185,148,Moderately Active,9,4,3,10
28226,True,Michael Wilson,michael.wilson@yahoo.com,Other,42,167,116,Active,10,10,1,4
28227,False,George Flores,george.flores@example.com,Female,61,184,131,Sedentary,4,1,7,7
28228,True,Ashley Williams,ashley.williams@yahoo.com,Other,39,167,137,Active,1,2,4,8
28229,True,David Johnson,david.johnson@gmail.com,Other,32,155,120,Active,7,1,5,6
28230,False,Jason Ramirez,jason.ramirez@hotmail.com,Other,32,168,78,Very Active,5,9,8,3
28231,True,Emily Gonzalez,emily.gonzalez@yahoo.com,Female,60,172,139,Active,7,9,8,2
28232,True,Rebecca Jones,rebecca.jones@example.com,Female,20,158,62,Very Active,6,10,5,4
28233,False,Ruth Taylor,ruth.taylor@example.com,Female,29,154,101,Very Active,8,7,6,4
28234,False,Michelle Harris,michelle.harris@yahoo.com,Other,50,193,87,Sedentary,4,3,10,9
28235,False,Samantha Garcia,samantha.garcia@example.com,Male,36,194,101,Moderately Active,7,6,7,2
28236,True,Ashley Green,ashley.green@hotmail.com,Female,23,161,50,Moderately Active,4,4,6,10
28237,False,Cynthia Harris,cynthia.harris@example.com,Male,52,183,70,Active,4,10,6,10
28238,True,Thomas Rivera,thomas.rivera@example.com,Other,32,180,100,Active,7,1,7,2
28239,True,Ashley Green,ashley.green@yahoo.com,Female,68,182,94,Sedentary,3,1,5,10
28240,True,Katherine Ramirez,katherine.ramirez@hotmail.com,Male,48,179,88,Moderately Active,6,4,4,4
28241,False,Robert Lee,robert.lee@example.com,Other,20,168,113,Active,9,2,6,2
28242,False,Jason Davis,jason.davis@yahoo.com,Female,42,155,96,Moderately Active,7,6,9,6
28243,True,David Hernandez,david.hernandez@example.com,Male,60,163,149,Active,8,7,4,3
28244,True,Christopher Scott,christopher.scott@example.com,Other,53,176,59,Very Active,8,6,3,6
28245,False,Sarah Harris,sarah.harris@yahoo.com,Other,51,190,51,Sedentary,10,9,5,7
28246,False,David Hill,david.hill@yahoo.com,Other,66,160,137,Active,6,2,4,5
28247,False,Samantha Martinez,samantha.martinez@example.com,Female,42,156,99,Sedentary,6,8,5,8
28248,False,Alexander Sanchez,alexander.sanchez@example.com,Male,30,170,120,Very Active,4,3,1,6
28249,False,Patricia King,patricia.king@yahoo.com,Female,48,170,115,Very Active,3,2,10,10
28250,False,Donna Taylor,donna.taylor@example.com,Male,54,160,65,Very Active,10,2,3,5
28251,False,Raymond Flores,raymond.flores@gmail.com,Female,31,191,85,Very Active,7,10,4,2
28252,True,Deborah Hall,deborah.hall@gmail.com,Male,56,165,70,Very Active,6,6,4,4
28253,False,Samuel Lopez,samuel.lopez@hotmail.com,Other,33,169,98,Moderately Active,6,7,6,9
28254,True,Jonathan Allen,jonathan.allen@hotmail.com,Other,58,185,107,Sedentary,5,1,8,3
28255,False,David Taylor,david.taylor@yahoo.com,Male,41,175,114,Sedentary,6,6,5,9
28256,False,Laura Lopez,laura.lopez@hotmail.com,Other,18,185,127,Active,3,6,1,5
28257,True,Dorothy Wilson,dorothy.wilson@hotmail.com,Female,47,184,148,Active,9,9,10,5
28258,True,Frank Mitchell,frank.mitchell@example.com,Female,63,197,141,Moderately Active,8,6,2,5
28259,True,Patricia Lewis,patricia.lewis@example.com,Other,53,166,135,Active,8,3,3,1
28260,False,Cynthia Lewis,cynthia.lewis@example.com,Female,23,197,143,Moderately Active,5,2,1,2
28261,True,Sandra King,sandra.king@example.com,Female,22,193,104,Active,6,10,3,10
28262,True,James Carter,james.carter@hotmail.com,Other,37,178,132,Sedentary,5,4,5,1
28263,False,Frank Rodriguez,frank.rodriguez@gmail.com,Male,57,175,87,Active,7,1,7,1
28264,True,Nicole Martinez,nicole.martinez@hotmail.com,Other,51,155,131,Very Active,10,6,5,7
28265,False,Angela Nguyen,angela.nguyen@hotmail.com,Male,21,151,103,Sedentary,10,4,2,2
28266,False,Nancy Robinson,nancy.robinson@gmail.com,Female,58,187,146,Active,3,5,5,9
28267,True,Karen Smith,karen.smith@hotmail.com,Female,18,186,132,Sedentary,4,3,8,8
28268,True,Patrick Gonzalez,patrick.gonzalez@gmail.com,Female,67,166,81,Active,10,2,1,10
28269,True,Susan Flores,susan.flores@hotmail.com,Female,66,170,90,Very Active,1,3,7,4
28270,False,Jacob Lopez,jacob.lopez@hotmail.com,Female,61,183,84,Moderately Active,9,4,2,5
28271,True,Joshua Hill,joshua.hill@hotmail.com,Female,37,166,76,Moderately Active,1,6,8,6
28272,True,Scott Perez,scott.perez@hotmail.com,Male,35,160,119,Moderately Active,2,5,1,5
28273,True,Stephanie Davis,stephanie.davis@hotmail.com,Female,23,183,97,Very Active,10,1,2,3
28274,False,Catherine Moore,catherine.moore@hotmail.com,Male,37,158,97,Sedentary,1,2,8,1
28275,True,George Lopez,george.lopez@yahoo.com,Other,54,187,125,Very Active,3,10,7,7
28276,True,Charles Torres,charles.torres@gmail.com,Other,64,158,114,Very Active,6,4,8,5
28277,True,Eric Martinez,eric.martinez@yahoo.com,Other,29,152,107,Sedentary,6,2,4,1
28278,False,Christine Davis,christine.davis@gmail.com,Female,51,159,103,Active,9,9,2,6
28279,False,Amy Miller,amy.miller@hotmail.com,Male,66,178,96,Active,5,4,6,1
28280,True,Kevin Hill,kevin.hill@example.com,Female,24,196,112,Very Active,3,9,7,5
28281,True,Michelle Lopez,michelle.lopez@example.com,Other,22,182,149,Moderately Active,8,1,5,8
28282,False,Donna Torres,donna.torres@hotmail.com,Male,52,190,61,Very Active,3,5,2,8
28283,True,Nicole Nguyen,nicole.nguyen@gmail.com,Male,65,159,53,Moderately Active,5,10,8,1
28284,True,Michael Rodriguez,michael.rodriguez@gmail.com,Male,19,169,100,Active,4,7,4,10
28285,False,Pamela Jones,pamela.jones@hotmail.com,Female,23,156,128,Moderately Active,5,8,1,9
28286,True,Cynthia Walker,cynthia.walker@gmail.com,Other,59,185,85,Sedentary,6,2,6,2
